"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"aqua";7;0;28
"aquarium";6;31;0
"aquarosa";0;42;0
"aquat";0;23;0
"aquina";0;0;24
"aquino";34;5;0
"aquino’";1;0;0
"arab";3;0;0
"arabella";9;0;0
"arabia";45;0;0
"arabian";0;4;0
"araguz";0;2;0
"arang";0;0;16
"arapaho";0;44;0
"arbitr";0;52;0
"arbitrari";0;0;52
"arbitrarili";27;0;0
"arbor";44;37;0
"arc";25;0;0
"arcad";29;0;0
"arch";11;42;0
"archaeolog";44;0;0
"archangel";27;0;0
"archbishop";0;20;0
"archduchess";22;0;0
"archduk";22;0;0
"archeia";27;0;0
"archemix";5;0;0
"architect";0;4;0
"architectur";34;86;12
"archiv";0;54;97
"arctic";0;4;0
"ardent";25;0;0
"ardi";0;44;0
"ardrey";0;2;0
"arduous";0;2;0
"are";9983;7020;6829
"area";574;983;187
"areas’it";1;0;0
"arelin";34;0;0
"arena";0;104;0
"aren’t";103;0;0
"arent";164;168;359
"argentin";0;3;0
"argentina";0;24;0
"argu";136;111;83
"arguabl";0;76;0
"argument";83;83;120
"arianna";0;0;48
"ariat";0;18;0
"arid";0;11;0
"arif";0;6;0
"aris";5;11;0
"arisen";24;0;0
"arista";0;0;80
"ariz";0;1;0
"arizona";0;502;0
"arizonan";0;48;0
"arjuna";14;0;0
"arkansa";0;60;26
"arkansas—and";0;5;0
"arlen";10;0;0
"arm";143;201;99
"armament";0;4;0
"armchair";0;1;0
"armi";207;56;79
"armond";0;39;0
"armor";68;35;0
"armoredcar";0;38;0
"armour";54;0;0
"armpit";0;7;0
"armstrong";25;29;71
"arnett";0;1;0
"arnezed";0;19;0
"arnold";0;66;0
"arnulf";22;0;0
"aroma";6;41;0
"aromat";0;4;0
"around";1702;993;712
"arraign";0;32;0
"arrang";162;10;31
"array";65;3;0
"arrest";118;368;41
"arrest”";3;0;0
"arreste";0;2;0
"arrgghh";19;0;0
"arri";0;0;5
"arrietti";0;1;0
"arriv";395;309;126
"arrog";7;35;0
"arrondiss";111;0;0
"arrow";80;31;38
"arsdal";0;30;0
"arsenal";31;10;0
"arson";14;0;0
"art";403;243;536
"arteri";0;37;0
"artest";0;40;0
"arthriti";0;1;0
"arthur";48;69;0
"articl";421;97;53
"articleveri";0;0;1
"articul";24;0;0
"artifact";0;45;0
"artisan";44;0;0
"artist";156;166;276
"artistri";0;20;0
"artlif";30;0;0
"artusan";44;0;0
"artwalk";0;0;5
"artwork";30;6;0
"artworkmi";0;0;15
"artworld";0;41;0
"arugula";0;64;0
"�run";0;3;0
"arxfit";0;0;25
"asa";0;0;45
"asap";67;0;74
"ascend";38;9;0
"ascens";43;0;0
"ascent";23;0;0
"ascrib";25;0;0
"asda";8;0;0
"ase";0;0;62
"ash";38;5;1
"asham";0;15;54
"ashanti";0;0;9
"ashbi";24;0;0
"�she";0;12;0
"ashland";0;3;10
"ashlawn";0;23;0
"ashley";85;0;50
"ashor";1;0;0
"ashraf";0;34;0
"ashton";60;12;0
"ashtondemimoth";0;0;39
"ashutosh";37;0;0
"ashwel";2;0;0
"asia";39;64;0
"asian";38;29;102
"asianstyl";14;0;0
"asid";120;130;0
"asinin";0;0;72
"asjdkflawjfiewoafjskld";0;0;1
"ask";1353;802;1024
"askalexconstancio";0;0;28
"askin";0;0;39
"asking�";10;0;0
"asl";15;0;0
"asleep";61;0;107
"aso";14;0;0
"asparagus";0;0;64
"aspart";7;0;0
"aspartam";7;0;0
"aspect";68;65;0
"aspir";23;176;0
"�r�";7;0;0
"ass";119;0;1070
"ass”";0;0;17
"assad";0;0;2
"assasin";0;0;65
"assassin";47;87;79
"assault";34;45;0
"asselta";0;31;0
"assembl";63;170;0
"assemblyman";0;64;0
"assemblywoman";0;6;0
"assert";145;19;0
"assess";94;130;1
"assessor";0;61;0
"asset";41;207;0
"asshol";38;0;67
"assholes”";0;0;27
"assign";42;203;15
"assimilation";0;37;0
"assist";112;555;246
"assn";0;3;0
"assoc";0;0;1
"associ";504;473;71
"assort";21;81;0
"asst";1;0;14
"assuag";0;31;0
"assum";171;88;15
"assumpt";15;20;0
"assur";49;55;6
"assyrian";0;0;52
"ast";36;0;0
"asterisk";0;0;91
"asthma";0;9;0
"astonish";55;11;0
"astoria";0;0;1
"astound";15;10;0
"astray";32;0;0
"astro";0;0;104
"astrobob";0;24;0
"astronaut";0;0;13
"astut";16;0;0
"asu";0;26;41
"aswel";5;0;0
"asylum";0;0;28
"atbat";0;94;0
"ate";211;0;136
"�teammat";0;12;0
"atfa";0;0;18
"atfinish";0;0;48
"�the";0;1;0
"atheist";63;0;0
"athen";31;48;0
"�there";0;41;0
"athlet";45;392;108
"athletic";0;43;0
"atkin";0;2;0
"atl";0;0;2
"atlant";67;33;0
"atlanta";22;18;95
"atlanti";0;3;0
"atleast";0;0;1
"atm";0;10;0
"atmospher";94;106;0
"ato";0;0;41
"atom";39;0;0
"aton";19;0;0
"atop";0;10;0
"atp";0;8;0
"atrium";0;0;1
"atroc";50;0;0
"att";0;113;80
"attach";108;7;19
"attack";301;302;14
"attack”";20;0;0
"attackman";0;37;0
"attacks’";22;0;0
"attain";0;0;63
"attempt";222;284;2
"attend";155;240;272
"attendantless";20;0;0
"attende";69;65;112
"attent";284;474;109
"attic";2;0;29
"attir";0;33;0
"attitud";183;29;81
"attorney";118;391;0
"attract";230;118;65
"attribut";14;4;0
"atx";0;0;3
"�tyndal";0;1;0
"♠";0;5;0
"�bretana�";0;0;2
"aubrey";0;0;50
"auburn";0;54;29
"auction";0;2;10
"audi";0;0;13
"audienc";213;239;34
"audiffr";0;48;0
"audio";1;0;0
"audit";46;23;22
"auditor";0;18;0
"auditori";43;0;0
"auditorium";8;44;0
"audrey";0;17;49
"aug";0;5;3
"august";32;199;106
"augusta";0;43;0
"augustin";0;31;0
"aundrey";0;44;0
"aunt";18;12;120
"aural";0;1;0
"aurelia";10;0;0
"aurora";0;42;0
"�us";0;41;0
"aussi";2;0;0
"auster";0;66;0
"austin";5;77;293
"australia";81;24;0
"australian";47;43;47
"austria";2;0;0
"austrian";2;0;0
"auteur";1;0;0
"authent";71;38;0
"author";622;671;255
"author—i";15;0;0
"authorhous";12;0;0
"authoris";33;0;0
"authority”";2;0;0
"autism";0;18;0
"autist";36;0;0
"auto";0;9;0
"autobiograph";1;41;0
"autobiographi";10;0;0
"autograph";0;10;88
"autoimmunolog";0;8;0
"autom";0;0;62
"automak";0;30;0
"automat";89;38;0
"automatedtellermachin";0;6;0
"automobil";1;41;64
"automot";24;1;0
"autonom";27;0;0
"autopilot";0;1;0
"autopsi";0;28;0
"autowork";0;17;0
"autumn";54;41;0
"autzen";0;40;0
"auxier";0;2;0
"ava";88;0;0
"avail";266;431;373
"avalon";0;0;1
"avast";0;9;0
"avatar";20;0;50
"ave";0;118;20
"aveng";1;8;8
"avengers”";28;0;0
"avenida";33;0;0
"avenu";8;220;11
"averag";179;416;62
"avers";1;0;0
"avg";0;20;0
"avian";16;0;0
"aviari";38;0;0
"aviat";0;78;0
"avid";0;0;2
"avocado";0;26;0
"avoid";248;148;2
"avon";9;21;0
"avril";0;14;0
"await";33;1;50
"awak";40;20;0
"awaken";14;13;0
"awang";37;0;0
"awar";261;100;3
"award";185;219;310
"awardsand";0;0;31
"awardwin";7;23;0
"awash";51;0;0
"away";906;532;664
"away”";18;0;0
"away�right";17;0;0
"awcchat";0;0;15
"awe";0;0;19
"�we";0;10;0
"aweinspir";0;33;0
"awesom";251;39;1124
"awesome�i";30;0;0
"awful”";34;0;0
"awh";0;0;83
"�what";0;7;0
"awheh";0;0;5
"awhh";0;0;30
"awhil";47;0;38
"awkward";15;0;127
"awn";0;1;0
"awp";0;0;5
"awri";0;58;0
"awrt";0;0;20
"aww";0;0;98
"awwah";0;0;27
"awwh";0;0;1
"awww";0;0;53
"awwwesom";0;0;38
"�wwwsurfeasycom";0;4;0
"awwwww";36;0;0
"axe";46;0;0
"ayatollah";0;32;0
"ayckbourn";41;0;0
"aye";46;0;2
"ayer";0;40;0
"ayr";33;0;0
"aziz";0;0;47
"azkaban";33;0;0
"aztmj";0;0;1
"babay";0;0;2
"babbl";0;0;1
"babcock";0;0;18
"babe";2;0;121
"babei";0;0;6
"babel";7;0;0
"babeu";0;10;0
"babi";613;216;406
"babyboom";0;41;0
"babycakesand";0;0;1
"babyish";5;0;0
"babymama";0;0;57
"babyorphanz�";0;0;45
"babysit";0;0;58
"babysitt";8;0;0
"babywear";42;0;0
"baca";0;37;0
"bacal";3;0;0
"bachchan";2;0;0
"bachelor";10;75;0
"bachman";0;24;1
"bachmann";0;21;4
"back";2674;1836;2614
"back”";0;23;0
"backandforth";0;25;0
"backbon";0;27;3
"backcheck";0;6;0
"backcut";0;0;46
"backdoor";35;0;0
"backdrop";0;2;0
"backer";26;31;0
"background";105;139;33
"backk";0;0;1
"backlash";5;30;0
"backlist";0;0;1
"backpack";38;0;0
"backpagecom";0;3;0
"backround";31;0;0
"backseat";0;41;33
"backstag";5;15;1
"backstreet";0;0;1
"backstrok";0;31;0
"backtoback";0;68;0
"backtru";0;0;40
"backup";56;25;0
"backward";68;39;0
"backyard";35;34;49
"baclofen";27;0;0
"bacon";0;143;163
"bacononion";0;2;0
"bacteria";102;0;0
"bacterium";0;9;0
"bad";656;303;1293
"badaud";6;0;0
"baddi";80;0;0
"badfic";0;0;22
"badg";40;67;0
"badger";0;4;48
"baditud";2;0;0
"baer";0;20;0
"baffert";0;8;0
"bag";410;260;156
"bagel";90;0;0
"baggag";0;40;0
"baggi";24;0;0
"bagh";43;0;0
"bagley";0;18;0
"bagpip";0;43;0
"baguett";0;0;162
"bah";1;0;7
"bahaha";0;0;63
"bahahaha";0;0;43
"bahr";0;14;0
"bail";0;2;0
"bailey";0;110;53
"bailout";0;66;0
"bain";0;26;0
"bainbridg";0;13;0
"bait";1;64;0
"baja";0;27;0
"bajo";0;5;0
"bake";267;46;4
"baker";50;97;0
"bakeri";1;31;0
"bakker";0;1;0
"baklava";0;0;62
"bal";0;0;43
"balaam";1;0;0
"balanc";78;215;6
"balboa";0;11;0
"balch";0;37;0
"balconi";17;0;0
"bald";32;0;0
"baldhead";0;5;0
"baldwin";0;6;1
"bale";20;23;39
"balfour";0;47;0
"bali";0;61;0
"balkan";0;2;0
"ball";89;667;234
"ballad";33;4;0
"ballard";0;56;24
"ballbust";2;0;0
"ballcarri";0;37;0
"ballerina";1;0;0
"ballet";21;2;6
"balli";1;0;3
"ballmer";0;0;68
"balloon";51;45;67
"ballot";0;53;0
"ballot”";2;0;0
"ballpark";0;45;0
"ballparkarea";0;1;0
"ballplay";0;1;0
"ballroom";0;25;0
"ballston";0;0;45
"balm";44;0;0
"baltimor";0;271;79
"balto";0;0;29
"bama";0;0;6
"bambi’";3;0;0
"bamboo";0;62;0
"bamboozl";0;4;0
"ban";37;124;0
"bana";0;1;0
"banal";41;0;0
"banana";24;157;16
"banana’";33;0;0
"band";372;169;292
"bandag";0;6;0
"bandana";38;0;0
"bandanna";0;9;0
"bandera";0;34;0
"bandfrom";0;41;0
"bandito";0;0;11
"bandwagon";0;1;0
"bandwield";0;8;0
"bang";43;31;50
"banga";41;0;0
"banger";0;44;0
"bangkok";0;0;59
"bangladesh";0;14;0
"banish";2;0;0
"banjo";2;32;0
"banjoladen";2;0;0
"bank";148;556;82
"bankatlant";0;9;0
"banker";2;0;0
"bankratecom";0;6;0
"bankruptci";46;46;55
"bankrupttriskelion";1;0;0
"bannan";0;1;0
"banner";0;8;0
"banter";0;0;2
"baptism";1;40;0
"baptist";0;2;0
"bar";297;173;292
"barack";27;83;0
"baraka";0;4;0
"barb";0;58;0
"barbara";78;74;6
"barbato";0;32;0
"barbecu";36;28;0
"barbequ";0;0;17
"barber";15;0;0
"barbet";1;0;0
"barbosa";0;3;0
"barbour";1;0;1
"barcelona";12;0;102
"bard";30;0;0
"bare";189;58;47
"barer";0;6;0
"barfli";1;0;0
"barg";11;0;0
"bargain";33;117;45
"bark";28;0;7
"barkat’";39;0;0
"barkhuus";0;0;2
"barley";0;0;14
"barlow";0;19;0
"barn";80;227;0
"barn’";7;0;0
"barnes’";1;0;0
"barnesnobl";0;0;6
"barnett";0;1;0
"barni";28;0;0
"barnicl";0;12;0
"baron";0;79;0
"baroqu";0;0;6
"barrag";0;11;0
"barrel";31;40;3
"barren";11;0;0
"barrett";0;0;45
"barri";46;0;1
"barrichello";0;32;0
"barrier";8;58;0
"barring";4;0;0
"barrist";13;0;0
"barroi";0;24;0
"barron";0;5;0
"barrow";0;43;0
"barrymor";0;8;10
"barstow";0;0;114
"bart";0;11;0
"bartend";0;0;1
"bartlett";0;15;0
"barton";3;41;0
"base";402;548;352
"basebal";0;114;204
"baseballboyfriend";0;0;35
"basel";0;6;0
"baseman";0;95;0
"basement";29;44;0
"basepath";0;0;13
"bash";3;0;5
"basher";0;1;0
"basi";121;111;0
"basic";319;154;56
"basicfactsaboutm";0;0;1
"basil";19;0;0
"basin";0;17;0
"basket";3;81;4
"basketbal";0;175;278
"basketweav";10;0;0
"baskin";20;0;0
"bass";98;65;14
"bassa";0;37;0
"bassi";29;0;0
"bassist";0;31;0
"bastianich";8;0;0
"bastion";39;0;0
"bat";22;167;4
"bat”";0;27;0
"batch";33;39;0
"batcheld";0;75;0
"bath";81;45;59
"bathroom";62;43;0
"bathrooms�";1;0;0
"bathtub";0;1;0
"batman";0;64;16
"baton";70;0;0
"bator";49;0;0
"battell";1;0;0
"batter";70;61;3
"batteri";29;1;82
"battier";0;33;0
"battl";393;353;89
"battlefield";2;0;0
"battleground";0;33;0
"battleship";0;31;0
"battlestar";31;0;0
"batum";0;25;0
"bauder";0;0;49
"baudrillard";43;0;0
"bauer";0;62;50
"baunach";0;15;0
"bavaria";35;0;0
"bawdi";11;0;0
"bawl";0;0;21
"baxter";0;43;0
"bay";191;242;94
"bayless";25;34;0
"bayli";0;34;0
"baylor";0;34;30
"bayunco";0;0;3
"bazaar";38;0;0
"bazzil";8;0;0
"bball";0;0;55
"bbc";70;0;3
"bbi";0;0;16
"bbn";0;0;28
"bbna";45;0;0
"bbq";8;6;149
"bcaus";0;0;3
"bck";0;0;5
"bcuz";0;0;45
"bday";0;0;64
"bdyyyyyy";0;0;59
"be”";1;0;0
"be�abus";2;0;0
"beabout";0;32;0
"beach";163;217;258
"beachi";3;0;0
"beachscapethi";5;0;0
"beachwood";0;10;0
"beachy’";3;0;0
"beacon";0;20;0
"bead";421;0;0
"beadweav";22;0;0
"beagl";0;0;9
"beal";0;0;1
"beam";6;41;19
"bean";119;2;74
"beancurd";1;0;0
"beanlegum";45;0;0
"bear";74;316;282
"bearabl";0;0;18
"beard";0;0;13
"bearer";0;21;0
"bearsbusi";0;0;21
"beast";61;2;234
"beat";140;257;239
"beaten";24;52;0
"beater";0;25;0
"beathard";0;35;0
"beatl";1;0;0
"beatric";5;0;0
"beatup";0;31;0
"beaujolai";0;30;0
"beaujolaisvillag";0;5;0
"beauri";0;0;54
"beauti";750;192;515
"beaver";0;32;0
"beaverton";0;102;0
"bebe";0;0;62
"becam";179;415;54
"becaus";3245;1930;1416
"beck";0;0;68
"beckett";0;8;0
"becki";4;0;67
"beckman";8;4;0
"becom";769;947;255
"becuz";0;0;65
"bed";271;256;242
"bedbug";13;2;0
"bedevil";27;0;0
"bedford";0;70;0
"bedlam";19;0;0
"bedoon";52;0;0
"bedridden";20;0;0
"bedroom";43;0;63
"bedtim";1;0;5
"bee";3;88;190
"beef";106;99;0
"beekeep";0;41;0
"been";3654;3797;2108
"beer";620;160;511
"beerbucket";0;30;0
"beers”";0;2;0
"beerz";38;0;0
"beet";53;42;0
"beetl";0;0;34
"beez";0;0;48
"bef";132;0;0
"befallen";1;0;0
"befit";2;0;0
"befor";2007;1818;1288
"befoul";0;3;0
"befriend";2;0;31
"beg";59;0;27
"began";305;572;65
"beggar";36;2;0
"begin";525;661;227
"beginn";12;0;0
"beginning”";0;23;0
"begoggl";0;11;0
"begotten";17;0;0
"begun";65;52;0
"behalf";9;34;0
"behav";27;0;0
"behavior";133;101;22
"behavior”";0;3;0
"behbehanian";0;2;0
"behest";0;9;0
"behind";462;467;161
"behold";59;4;0
"behoov";0;3;0
"behr";0;10;0
"beig";0;4;0
"beij";20;39;0
"bein";0;0;2
"bejarano";0;26;0
"belair”";1;0;0
"belarus";0;29;0
"belat";7;0;50
"belch";0;0;46
"beleagu";0;1;0
"belfast";0;1;0
"belgian";68;0;0
"belgium";68;0;96
"belgrad";0;23;0
"belieb";0;0;77
"belieberhelpbelieb";0;0;39
"belief";127;85;24
"believ";862;736;873
"bell";34;149;268
"bella";0;76;98
"bellagio";0;0;70
"bellas’";42;0;0
"belld";0;0;3
"bellevill";0;10;0
"belli";51;0;1
"belliger";1;2;0
"bellow";49;0;0
"belltown";0;0;24
"belly”";37;0;0
"belmont";0;0;24
"belong";76;114;8
"belov";35;50;0
"below";538;183;11
"below�";12;0;0
"belowpar";0;34;0
"belowthelin";0;0;11
"belt";4;63;50
"beltr";0;22;0
"beltran";0;33;0
"bemoan";35;0;0
"ben";28;72;25
"benanti";0;43;0
"benartex";38;0;0
"bench";0;177;54
"benchmark";7;66;0
"bend";15;75;39
"bender";0;4;0
"beneath";7;0;53
"benedict";0;0;1
"benedictin";0;51;0
"benefactor";0;47;0
"beneficiari";0;32;0
"benefit";106;536;121
"benevol";2;24;0
"bengal";32;0;0
"benign";2;0;18
"benjamin";0;27;0
"bennet";14;0;0
"bennett";0;53;0
"benson";0;22;0
"bent";0;0;11
"bento";34;0;0
"benton";0;7;0
"beppo";0;0;57
"berardino";0;24;0
"berg";0;3;0
"bergen";0;4;26
"berger";0;22;0
"berglund";0;6;0
"berkeley";0;1;55
"berkman";0;14;0
"berkshir";0;1;0
"berlin";32;47;58
"berman";0;6;0
"bernal";0;12;0
"bernank";0;1;0
"bernardino";0;3;0
"berni";0;32;0
"berri";7;0;0
"berth";0;27;0
"berthoud";0;17;0
"besan";39;0;0
"besano";44;0;0
"besid";148;96;33
"bespectacl";0;25;0
"best";1307;1409;2272
"best�i";44;0;0
"bestbritishband";0;0;49
"bestcas";0;18;0
"bestfrandd";0;0;45
"bestfriend";0;0;6
"bestfriendsforev";0;0;54
"bestial";18;0;0
"bestlol";0;0;1
"bestow";1;0;0
"bestoweth";5;0;0
"bestpickuplin";0;0;46
"bestrat";0;13;0
"bestsel";1;44;0
"bet";81;66;249
"betazoid";0;0;6
"betemit";0;30;0
"beter";49;0;0
"beth";0;29;0
"bethechang";0;11;0
"bethechangecfsitesorg";0;11;0
"bethel";0;38;0
"bethlehem";0;2;0
"betray";35;0;54
"betroth";39;0;0
"betsi";0;54;0
"betta";0;0;22
"bettani";2;23;0
"better";917;867;1340
"betti";28;0;0
"between";972;581;330
"bever";36;3;0
"beverag";29;65;38
"beverlyjohnsoncom";0;2;0
"bewar";76;0;0
"bewild";1;0;0
"bewley";0;0;9
"beynon";31;0;0
"beyonc";0;0;60
"beyonc�";0;0;60
"beyond";169;164;168
"bff";0;0;26
"bhagavadg�t�";7;0;0
"bhagwan";3;0;0
"bhakthi";48;0;0
"bhalla";0;29;0
"bhangra";1;0;0
"bhs";0;22;0
"bhtl";29;0;0
"bhujjia";7;0;0
"bialczak";0;6;0
"bias";18;95;7
"bibbi";0;0;102
"bibl";79;40;11
"biblic";39;36;0
"bibliographi";0;0;7
"bicycl";3;192;0
"bicyclerepair";0;7;0
"bid";157;70;0
"biden";4;0;0
"bidsync";0;0;1
"bidwel";1;0;0
"bieber";27;0;94
"biello";0;37;0
"biennial";0;27;0
"bier";25;0;0
"big";1386;861;1241
"bigband";0;2;0
"bigbbqgunn";0;0;68
"bigger";154;122;221
"biggerpictur";4;0;0
"biggest";118;274;144
"biggi";3;0;0
"bigi";1;0;0
"bigland";0;39;0
"bigleagu";0;2;0
"bigschool";0;21;0
"bigscreen";0;7;0
"bigtim";0;0;10
"bih";0;0;50
"bihh";0;0;25
"bijan";0;37;0
"bike";92;53;21
"bikethebay";0;0;8
"bikini";0;3;0
"bilater";28;0;0
"bilboard";46;0;0
"bill";285;1008;152
"billboard";18;0;69
"billi";57;163;69
"billion";45;408;66
"bin";26;58;101
"bind";34;53;0
"binder";39;0;2
"bing";0;38;0
"bingham";43;0;0
"bingo";3;0;72
"bingow";10;0;0
"binh";0;78;0
"binki";0;0;65
"bio";0;0;193
"bioethic";0;1;0
"biofeedback";23;0;0
"biofuel";0;38;0
"biographi";31;0;0
"biolog";0;34;21
"biologist";2;9;0
"biomechan";0;0;1
"bionic";12;0;0
"biorelix";5;0;0
"biotech";0;3;0
"biotechnolog";5;38;0
"bipartisan";33;0;0
"bipolar";0;1;30
"bird";175;72;174
"birdbath";0;3;0
"birdi";0;99;1
"birdth";0;0;46
"birdwhistel";0;0;4
"birfffday";0;0;4
"birth";231;35;26
"birthday";525;2;736
"birthdayvisitor";35;0;0
"birthdya";0;0;7
"birthplac";0;18;0
"bisard";0;10;0
"bishop";0;8;0
"bison";36;0;0
"bisquit";0;0;7
"bistro";0;17;0
"bit";967;415;342
"bitch";123;0;558
"bitchass";0;0;20
"bitdisturb";0;0;45
"bite";65;43;15
"bithlo";0;41;0
"bitkhz";10;0;0
"bitter";72;13;56
"bitti";2;0;0
"biz";0;0;99
"bizarr";16;3;0
"bjorn";14;0;0
"blab";0;12;0
"black";919;222;179
"black’";33;0;0
"blackandgold";0;4;0
"blackandwhit";0;14;0
"blackberri";7;68;29
"blackbird";46;0;0
"blackburn";0;20;0
"blackest";10;0;0
"blackhawk";0;51;31
"blackic";0;0;7
"blackjack";0;0;29
"blacklist";0;0;71
"blackmail";20;0;0
"blackman";0;36;0
"blackmon";0;38;0
"blackop";0;0;1
"blackout";0;29;0
"blackwal";1;0;0
"blackwell’no";7;0;0
"bladder";0;6;0
"blade";63;35;0
"bladerunn";49;0;0
"blah";6;0;27
"blai";0;0;33
"blain";0;7;0
"blair";11;85;0
"blaiz";20;0;0
"blake";0;42;66
"blame";243;35;273
"blanc";0;36;0
"blanch";41;0;0
"blanco";1;58;0
"bland";55;0;13
"blank";107;17;35
"blanket";82;3;9
"blare";1;36;0
"blasian";0;0;3
"blasphemi";0;39;0
"blassi";0;1;0
"blast";26;64;171
"blaster";16;0;0
"blatant";11;1;0
"blatch";0;132;0
"blatter";0;26;0
"blaze";0;2;0
"blazer";3;352;94
"bleach";0;0;27
"bleak";63;0;0
"blearyey";24;0;0
"bled";26;0;0
"bleed";26;0;6
"bleezi";0;22;0
"blend";22;79;61
"blender";0;26;0
"bless";312;114;382
"blessed””";0;0;17
"blew";50;0;9
"blewmymind";0;0;40
"blind";64;21;56
"blink";25;52;20
"bliss";30;7;0
"blister";0;31;2
"bloc";0;100;0
"bloch";8;0;0
"block";139;261;211
"blockbust";0;36;0
"blockcharg";0;1;0
"blocker";0;60;0
"blog";1684;17;264
"blog�";11;0;0
"blog’";5;0;0
"blogbecaus";1;0;0
"blogfriend";1;0;0
"blogger";211;77;0
"blogher";9;0;0
"blogi";1;0;0
"bloglovin";37;0;0
"blogoversari";15;0;0
"blogpost";27;0;0
"blogspot";37;0;0
"bloke";41;0;0
"blond";33;0;157
"blonder";0;0;1
"blood";381;192;76
"bloodbrain";7;0;0
"bloodi";22;20;179
"bloodlin";10;0;0
"bloodstream";0;1;0
"bloodthirsti";0;4;0
"bloom";12;0;0
"bloomberg";0;0;57
"bloombergpolic";0;3;0
"bloomer”";0;1;0
"bloomingdal";4;0;0
"bloomington";0;0;52
"blossom";59;0;0
"blous";63;0;0
"blow";98;84;285
"blowin";2;0;0
"blown";64;6;1
"blowout";0;0;8
"blt";0;0;58
"bludnick";0;1;0
"blue";392;480;189
"bluebel";0;0;4
"blueberri";0;0;7
"bluebird";0;2;0
"bluecaid";0;17;0
"bluecollar";0;35;0
"bluefield";0;0;46
"bluegrass";48;2;0
"blueidkkkkk";0;0;63
"blueprint";49;41;0
"bluesrock";0;1;0
"bluestock";1;0;0
"bluff";2;1;20
"blumenth";0;0;27
"blunt";0;142;28
"blur";45;2;27
"bluray";32;44;0
"blurri";17;0;0
"blush";81;0;0
"blusteri";24;31;0
"blvd";0;88;0
"bmc’s";6;0;0
"bmw";5;0;0
"bmw’s";1;0;0
"bnp";17;0;0
"board";320;571;392
"boardwalk";0;18;0
"boast";63;0;17
"boat";41;155;66
"boatload";0;0;13
"bob";125;87;107
"bob’";8;0;0
"bobbi";11;74;55
"bobolink";0;21;0
"bobomb";5;0;0
"bochi";0;1;0
"bock";0;11;0
"bode";0;7;0
"bodemeist";0;7;0
"bodi";573;205;311
"bodili";0;25;0
"body”";23;0;0
"bodyguard";0;3;0
"bodyi";1;0;0
"bodysuit";110;0;0
"boe";83;14;0
"boedker";0;18;0
"boeheim";0;14;0
"boehner";0;1;25
"boers";0;8;0
"boetcher";0;30;0
"bog";3;32;1
"boganstyp";0;9;0
"bogart";3;0;0
"bogus";0;0;8
"bogyman";10;0;0
"bohoethn";32;0;0
"bohol";25;0;0
"boi";0;25;0
"boil";71;0;0
"bok";34;0;0
"boko";5;0;0
"bokura";0;0;3
"bold";32;3;0
"boldearthcom";0;26;0
"bolder";29;0;0
"boldt";27;0;0
"bolivian";0;41;0
"boll";0;1;0
"bolland";0;10;0
"bolshevik";8;0;0
"bolster";0;45;0
"bolt";36;0;0
"bomb";85;93;47
"bombard";29;0;0
"bombay";28;0;0
"bomber";38;3;0
"bomhoff";0;8;0
"bommarito";0;49;0
"bon";15;16;0
"bond";60;251;0
"bondag";17;0;0
"bone";133;165;71
"boneless";0;0;30
"boner";0;0;27
"boneyard";0;5;0
"bonfir";0;0;1
"bonham";0;1;0
"bonifac";0;22;0
"bonn";0;1;0
"bonnaroo";0;0;10
"bonnet";10;0;0
"bonni";0;4;0
"bono";30;19;0
"bonus";35;166;50
"boo";0;22;29
"boob";64;3;41
"boogaard";0;1;0
"booger";0;0;1
"boogey";0;0;1
"boogi";11;0;0
"book";1816;349;731
"booker";0;11;0
"bookinaday";0;0;38
"booklet";32;0;13
"booklist";0;0;60
"bookmak";38;0;0
"bookmark";23;0;0
"bookmobil";1;0;0
"booksel";5;0;0
"bookshelv";5;0;0
"bookshop";23;0;0
"booksic";0;0;61
"bookstor";3;19;58
"boom";10;113;174
"boomer";32;0;0
"boomerx";32;0;0
"boomiest";2;0;0
"boon";0;9;0
"boonsboro";0;35;0
"boosi";0;0;21
"boost";5;182;0
"booster";25;35;0
"boot";108;50;80
"bootcamp";0;0;4
"booth";0;44;288
"booti";1;0;61
"bootleg";25;0;4
"boozer";50;33;0
"boozhoo";30;0;0
"bordeaux";0;0;8
"border";303;136;0
"borderlin";0;9;0
"bore";43;58;291
"borella";0;30;0
"borg";0;2;0
"boring”";42;0;0
"born";354;38;216
"boro";0;0;33
"borough";61;14;0
"borrow";84;10;0
"bosco";66;0;0
"bosh";0;89;0
"bosnia";0;5;0
"bosnian";0;5;0
"boss";143;49;82
"bossfriend";4;0;0
"boston";70;90;12
"bostwick";0;0;1
"bot";0;0;82
"botan";5;41;0
"botch";34;0;0
"both";1030;1325;781
"both”";12;0;0
"bother";118;5;142
"bothi";2;0;0
"botox";3;10;0
"botox�";0;0;1
"bottl";205;54;131
"bottom";259;40;55
"bouchard";0;15;0
"bough";1;0;0
"bought";109;147;160
"boulder";0;39;25
"boulevard";8;202;50
"bounc";10;39;2
"bounci";22;0;3
"bound";104;53;65
"boundari";61;53;1
"bounti";81;19;0
"bountyg";0;1;0
"bouquet";0;10;0
"bourbon";15;11;0
"bourdai";0;2;0
"bourqu";0;1;0
"bout";1;18;497
"boutiqu";0;27;1
"boutrous";0;6;0
"bovary–but";1;0;0
"bow";128;23;0
"bower";0;19;0
"bowi";0;0;44
